Citing,Cited,total_citation,author_overlap,author_overlap_ratio,cite_per_bib,cite_per_ref,in_table,citation_length,occurence_in_sections,occurs_in_group,reference_overlap,distance_between_citance,tfidf_Title,tfidf_Abstract,tfidf_Citance_Title (max),tfidf_Citance_Title (avg),tfidf_Citance_Abstract (max),tfidf_Citance_Abstract (avg),pos_max,pos_avg,neg_max,neg_avg,neu_max,neu_avg,com_max,com_avg,wmd_title,wmd_abstract,wmd_body,wmd_citance_max,wmd_citance_avg,kw_title,kw_abstract,kw_body,bib_Author_overlap,bib_Title_overlap,bib_Venue_overlap,Label
P12-1111,W02-1001,3,0,0,0.15,0.046875,0,96,16,1,0,1701,0,0.093621254912902,0.021110533661521,0.049719831983803,0.040271150404566,0.045070356847892,0.04,0.013333333333333,0,0,1,0.986666666666667,0.7184,0.239466666666667,0.362065719125362,0.141917810301431,0.113150588743771,0.325308932989532,0.230247849044234,0,5,15,0,0,0,3
P13-4016,W02-1001,1,0,0,0.027027027027027,0.020833333333333,0,56,12,1,0,0,0,0.062122366303189,0.062614515469136,0.062614515469136,0.048110546709303,0.048110546709303,0,0,0,0,1,1,0,0,0.281030302206951,0.122517740210194,0.128883643771534,0.287293755787838,0.287293755787838,0,4,4,0,0,0.0625,1
N03-1033,W02-1001,6,0,0,0.3,0.088235294117647,1,249.166666666667,9,1,0,3448.4,0,0.069982292706122,0.046989090623842,0.100340464281831,0.079727835234973,0.14556577612166,0.088,0.0735,0.055,0.036,0.979,0.8905,0.9597,0.7569,0.364233134349856,0.152295844071879,0.106678585693411,0.231412542925758,0.175117087523214,0,4,15,0,0,0.066666666666667,2
D13-1033,W02-1001,1,0,0,0.025641025641026,0.013157894736842,0,569,11,0,0,0,0,0.035644728941876,0.031236409219114,0.031236409219114,0.05426938581654,0.05426938581654,0.098,0.098,0.008,0.008,0.894,0.894,0.9933,0.9933,0.365853269055001,0.140705664917795,0.114637569666666,0.145341783664656,0.145341783664656,0,2,14,0,0,0.03448275862069,0
E06-1011,W02-1001,2,0,0,0.083333333333333,0.031746031746032,0,154.5,11,1,0,218,0.069972543418081,0.082320423589893,0.035576266951333,0.051735477050868,0.049708543686135,0.051634686156632,0.036,0.0285,0.032,0.016,0.964,0.9555,0.4939,-0.0242,0.325256533472865,0.147370520594309,0.105575556402669,0.166232830606646,0.14883815004355,1,2,11,0,0,0,2
P04-1007,W03-0430,1,0,0,0.038461538461539,0.021276595744681,0,74,15,1,0,0,0.175265817338382,0,0.069814346524369,0.069814346524369,0,0,0,0,0,0,1,1,0,0,0.311082399991824,0.311082399991824,0.091876775709757,0.091876775709757,0.091876775709757,3,0,12,0,0,0.05,0
P05-1002,W03-0430,1,0,0,0.058823529411765,0.035714285714286,0,86,12,1,0,0,0.175265817338382,0,0.079380370480879,0.079380370480879,0,0,0.073,0.073,0,0,0.927,0.927,0.7269,0.7269,0.368846774665118,0.368846774665118,0.068454928464213,0.068454928464213,0.068454928464213,3,0,13,0,0,0.076923076923077,0
P05-1003,W03-0430,1,1,1.6,0.055555555555556,0.035714285714286,0,97,17,1,0,0,0.210508915940143,0,0.122715911436408,0.122715911436408,0,0,0.091,0.091,0,0,0.909,0.909,0.8271,0.8271,0.392173026873604,0.392173026873604,0.115357953556977,0.115357953556977,0.115357953556977,3,0,15,0,0,0,0
P05-1044,W03-0430,0,0,0,0,0,0,13,13,1,0,0,0,0,0.11031569691241,0.11031569691241,0,0,0,0,0,0,1,1,0,0,0.375242167473443,0.375242167473443,0.096091445648727,0.096091445648727,0.096091445648727,0,0,10,0.037037037037037,0,0.055555555555556,0
P06-1028,W03-0430,2,0,0,0.086956521739131,0.028571428571429,0,126,15,1,0,4775,0.190484277111761,0,0.074573494997773,0.08858276621593,0,0,0.073,0.062,0,0,0.949,0.938,0.8689,0.79365,0.334090017876036,0.334090017876036,0.10755230118794,0.10755230118794,0.10755230118794,3,0,13,0,0,0.045454545454546,0
P06-1078,W03-0430,2,1,1.6,0.111111111111111,0.04,0,129.5,13,1,0,288,0.179590298740191,0,0.024180671983646,0.048361343967293,0,0,0.076,0.061,0.025,0.0175,0.93,0.922,0.8555,0.58685,0.418728443588439,0.418728443588439,0.136584502303589,0.136584502303589,0.136584502303589,3,0,9,0,0,0.076923076923077,0
P08-1056,W03-0430,1,0,0,0.1,0.055555555555556,0,99,19,1,0,0,0.037585378349991,0,0.050824773622499,0.050824773622499,0,0,0.049,0.049,0,0,0.951,0.951,0.5542,0.5542,0.252447028843127,0.252447028843127,0.086708059310357,0.086708059310357,0.086708059310357,1,0,11,0.1,0,0.125,0
P08-1081,W03-0430,1,1,1.71428571428571,0.033333333333333,0.020833333333333,0,95,11,1,0,0,0.153317351125187,0,0,0,0,0,0.094,0.094,0.053,0.053,0.853,0.853,0.2732,0.2732,0.29550104038324,0.29550104038324,0.10239370266378,0.10239370266378,0.10239370266378,3,0,8,0,0,0.058823529411765,0
P10-1136,W03-0430,1,0,0,0.043478260869565,0.022222222222222,0,49,20,1,0,0,0,0,0.081001962438522,0.081001962438522,0,0,0,0,0,0,1,1,0,0,0.422840413080683,0.422840413080683,0.074162870999574,0.074162870999574,0.074162870999574,0,0,12,0,0,0.047619047619048,0
P12-1055,W03-0430,1,0,0,0.035714285714286,0.017241379310345,0,79,17,1,0,0,0.190484277111761,0,0,0,0,0,0.074,0.074,0,0,0.926,0.926,0.5719,0.5719,0.316782479080976,0.316782479080976,0.110897527585109,0.110897527585109,0.110897527585109,3,0,11,0,0,0.043478260869565,0
W04-0705,W03-0430,1,0,0,0.076923076923077,0.026315789473684,0,210,18,0,0,0,0.076449623189591,0,0.091547865626479,0.091547865626479,0,0,0.053,0.053,0.046,0.046,0.901,0.901,0.5228,0.5228,0.432963613289061,0.432963613289061,0.100486841300236,0.100486841300236,0.100486841300236,1,0,5,0,0,0.125,0
W04-1221,W03-0430,1,0,0,0.142857142857143,0.058823529411765,0,118,5,1,0,0,0.417644635877305,0,0.066531426063297,0.066531426063297,0,0,0.048,0.048,0.019,0.019,0.933,0.933,0.5279,0.5279,0.219822051739368,0.219822051739368,0.069010060324917,0.069010060324917,0.069010060324917,7,0,17,0,0,0.142857142857143,0
W04-3230,W03-0430,2,1,1.6,0.111111111111111,0.033898305084746,0,93.5,13,1,0,1848,0.190484277111761,0,0.082734394995265,0.120926135525353,0,0,0.036,0.018,0.027,0.0135,1,0.9685,0.2263,0.11315,0.457123504399441,0.457123504399441,0.117225468570328,0.117225468570328,0.117225468570328,3,0,14,0.027777777777778,0,0.066666666666667,0
W04-3234,W03-0430,1,0,0,0.055555555555556,0.022727272727273,0,62,14,0,0.055555555555556,0,0.190484277111761,0,0,0,0,0,0.079,0.079,0.082,0.082,0.838,0.838,-0.0516,-0.0516,0.272932452993646,0.272932452993646,0.074789156467207,0.074789156467207,0.074789156467207,3,0,10,0.051282051282051,0.055555555555556,0.066666666666667,0
E12-1017,W04-2405,2,1,0.166666666666667,0.035087719298246,0.019607843137255,0,88,15,1,0,2482,0,0.136877500489471,0.163437587125609,0.172564228488179,0.138300731911185,0.151311633709953,0.094,0.0885,0.036,0.018,0.906,0.8935,0.7579,0.68515,0.478039856663907,0.144251535245472,0.102992980637347,0.334835268326847,0.304143467300227,0,2,11,0,0,0,0
P07-1125,W04-3103,3,0,0,0.157894736842105,0.076923076923077,1,80.3333333333333,24,1,0,1841,0,0.101043714875399,0.010054710177674,0.030164130533022,0.072493301858766,0.101096698619046,0.066,0.058333333333333,0,0,0.947,0.941666666666667,0.6697,0.4709,0.330697638489289,0.134957297047928,0.056426247085824,0.201381078657639,0.194480963362407,0,6,11,0.097560975609756,0,0.055555555555556,3
D07-1112,W04-3111,1,0,0,0.083333333333333,0.055555555555556,0,246,7,1,0,0,0,0.042770338502211,0.042190279537934,0.042190279537934,0.027324266890265,0.027324266890265,0.091,0.091,0.019,0.019,0.89,0.89,0.8996,0.8996,0.372111380114546,0.199904382935863,0.083718282796375,0.251224328401885,0.251224328401885,0,2,10,0.0625,0,0.090909090909091,1
D07-1128,W04-3111,1,0,0,0.035714285714286,0.026315789473684,0,157,4,1,0,0,0,0.023605053433941,0.020337206724853,0.020337206724853,0.00864933398371,0.00864933398371,0.028,0.028,0.039,0.039,0.932,0.932,-0.1779,-0.1779,0.641849463013137,0.168280448544398,0.127152908946383,0.213552576931545,0.213552576931545,0,1,4,0,0,0.047619047619048,0
D07-1119,W04-3111,1,1,2.85714285714286,0.032258064516129,0.029411764705882,0,42,13,0,0,0,0,0.023037251334924,0,0,0,0,0.082,0.082,0,0,0.918,0.918,0.3182,0.3182,0.687856904706605,0.173682029217787,0.131774566297272,0.322393464813697,0.322393464813697,0,1,5,0,0,0.052631578947369,1
W08-0605,W04-3111,0,0,0,0,0,0,97,10,1,0.052631578947369,0,0.087044467925042,0.182213982486247,0.028202040355028,0.028202040355028,0.018129108754011,0.018129108754011,0.016,0.016,0.036,0.036,0.948,0.948,-0.2263,-0.2263,0.4346828336605,0.136329410613019,0.072484796740628,0.204008993920875,0.204008993920875,1,7,8,0.152542372881356,0.052631578947369,0,0
D07-1126,W04-3111,1,0,0,0.041666666666667,0.016666666666667,0,221,6,1,0,0,0,0,0.030850404803676,0.030850404803676,0.02335311552991,0.02335311552991,0.026,0.026,0.022,0.022,0.952,0.952,-0.0258,-0.0258,0.537414276578858,0.226704923748537,0.122527607299787,0.259202067261706,0.259202067261706,0,0,5,0,0,0.052631578947369,0
W08-0504,W04-3111,1,1,2,0.055555555555556,0.019230769230769,0,173,4,1,0,0,0,0.071178714933504,0.123330929212983,0.123330929212983,0.052097281753471,0.052097281753471,0.062,0.062,0,0,0.938,0.938,0.8555,0.8555,0.413955425074991,0.107245487260491,0.088195951897068,0.237330099218896,0.237330099218896,0,7,9,0.081632653061225,0,0.058823529411765,0
P10-1089,W04-3111,1,0,0,0.026315789473684,0.012820512820513,0,114,22,1,0,0,0,0.030076008682262,0,0,0.043833611620082,0.043833611620082,0.043,0.043,0.021,0.021,0.936,0.936,0.3612,0.3612,0.622559007374669,0.12611640156663,0.113647412304675,0.300743854201027,0.300743854201027,0,2,4,0.063157894736842,0,0.055555555555556,1
P07-1031,W04-3111,1,0,0,0.055555555555556,0.027027027027027,0,55,15,0,0,0,0,0.098336887785291,0.117648638144227,0.117648638144227,0.134431023889858,0.134431023889858,0.058,0.058,0,0,0.942,0.942,0.4824,0.4824,0.505852873378071,0.143971578909247,0.10839833532727,0.25319037934983,0.25319037934983,0,6,9,0.136363636363636,0,0.1,1
P09-1117,W04-3111,1,0,0,0.055555555555556,0.023809523809524,0,252,9,0,0,0,0,0.103919630802066,0.033474012559345,0.033474012559345,0.084396911327054,0.084396911327054,0.02,0.02,0.008,0.008,0.972,0.972,0.2023,0.2023,0.553494237638824,0.2025126003378,0.100621942558768,0.182178933731795,0.182178933731795,0,4,6,0.025,0,0,1
I05-2038,W04-3111,2,0,0,0.153846153846154,0.08,0,119,7,1,0,1957,0.127359529794794,0.175994228108363,0.111246748433678,0.196238673278288,0.08947415063125,0.156259017917757,0.054,0.0335,0.04,0.02,0.987,0.946,0.4474,0.2623,0.372471452476879,0.153651638146685,0.07957459216347,0.196993271305216,0.19639035154577,1,9,14,0.117647058823529,0,0.083333333333333,1
C08-1040,W04-3252,0,0,0,0,0,0,80.3333333333333,11,1,0.052631578947369,572,0,0.064006323208049,0,0,0.047916386355838,0.06754498326459,0.064,0.039666666666667,0,0,0.973,0.960333333333333,0.6249,0.366,0.576292278001568,0.158375412028902,0.091506705224931,0.259382204357562,0.235943159924584,0,3,7,0,0.052631578947369,0.0625,2
P07-1056,W06-1615,0,1,0.666666666666667,0,0,0,104,10,0,0.230769230769231,0,0.178566215557575,0.137997582163419,0.097103997175848,0.097103997175848,0.146994904730834,0.146994904730834,0.018,0.018,0,0,0.982,0.982,0.2186,0.2186,0.302727078686133,0.176255749957115,0.072422463073959,0.133105643513054,0.133105643513054,2,3,14,0.285714285714286,0.230769230769231,0.272727272727273,3
E12-1004,W07-1412,1,0,0,0.028571428571429,0.015151515151515,0,118,12,1,0,0,0.206136966068286,0.058877416562218,0.040297946418931,0.040297946418931,0.032222960127694,0.032222960127694,0.025,0.025,0.121,0.121,0.855,0.855,-0.8154,-0.8154,0.298091793436041,0.159004220540922,0.096452358902818,0.213186918662724,0.213186918662724,2,1,9,0.050632911392405,0,0.038461538461539,0
P08-1118,W07-1412,1,0,0,0.045454545454546,0.03125,0,232,16,1,0,0,0,0,0.044067423310141,0.044067423310141,0.039585618038044,0.039585618038044,0.06,0.06,0.091,0.091,0.849,0.849,-0.7591,-0.7591,0.571693363300112,0.174411843335207,0.095607251081682,0.20831562321534,0.20831562321534,0,0,9,0.241379310344828,0,0.058823529411765,0
P12-1047,W07-1412,1,0,0,0.035714285714286,0.013698630136986,1,113,14,1,0,0,0,0.110616136017768,0.076332085132234,0.076332085132234,0.039016871936577,0.039016871936577,0.062,0.062,0,0,0.938,0.938,0.5106,0.5106,0.406203494259646,0.134552819198739,0.161608452480671,0.241605797949206,0.241605797949206,0,5,7,0,0,0,2
W09-2501,W07-1412,1,1,0.8,0.043478260869565,0.017241379310345,0,159,11,1,0,0,0.08457986080147,0.039524532287022,0,0,0,0,0.065,0.065,0.04,0.04,0.895,0.895,0.4714,0.4714,0.362946543777488,0.189433926658281,0.101362886671262,0.190653426836094,0.190653426836094,1,2,8,0.166666666666667,0,0.066666666666667,0
W10-1609,W07-1412,1,0,0,0.066666666666667,0.047619047619048,0,54,9,1,0,0,0.168397500372153,0.045989551740819,0.063705004311946,0.063705004311946,0.085769613452502,0.085769613452502,0.027,0.027,0,0,0.973,0.973,0.0772,0.0772,0.409246297526227,0.268680781094497,0.122246421498612,0.282118025857838,0.282118025857838,2,4,11,0.06,0,0,0
W11-0135,W07-1412,1,0,0,0.055555555555556,0.045454545454546,0,176,4,1,0,0,0.237903094633262,0.033017253614621,0.033425404356484,0.033425404356484,0.075091021648027,0.075091021648027,0.035,0.035,0.029,0.029,0.935,0.935,0.0258,0.0258,0.302659020792253,0.153915079406734,0.110655559001751,0.171681362552753,0.171681362552753,2,2,6,0,0,0,0
W11-2404,W07-1412,1,0,0,0.076923076923077,0.045454545454546,0,588,4,1,0,0,0,0.055742239996314,0.070726546679826,0.070726546679826,0.043607370093551,0.043607370093551,0.096,0.096,0.032,0.032,0.873,0.873,0.9855,0.9855,0.47949467831851,0.183321763048195,0.118201708454503,0.15150784743294,0.15150784743294,0,3,7,0.382352941176471,0,0,0
N10-1045,W09-0404,0,1,0.6,0,0,0,70,4,0,0.1,0,0.260555671056262,0.037936003079086,0.036205935367805,0.036205935367805,0.030137494290919,0.030137494290919,0.1,0.1,0,0,0.9,0.9,0.7269,0.7269,0.293808071242034,0.189489387385841,0.107113794294447,0.204744309601968,0.204744309601968,2,3,7,0,0.1,0,0
W11-2112,W09-0404,1,0,0,0.058823529411765,0.024390243902439,0,350,6,1,0.117647058823529,0,0,0.050974533143131,0.106083176590329,0.106083176590329,0.091742342324096,0.091742342324096,0.033,0.033,0.009,0.009,0.959,0.959,0.802,0.802,0.628589361325279,0.202483210381437,0.080590113861181,0.163551700834698,0.163551700834698,0,5,13,0.418604651162791,0.117647058823529,0,0
A00-1031,W96-0213,4,0,0,0.285714285714286,0.121212121212121,0,172,9,1,0,3034,0.127359529794794,0.084064407606736,0.07162373624445,0.097015246389488,0.062375954704164,0.099245853518413,0.093,0.0575,0.042,0.025,0.956,0.9175,0.8805,0.52935,0.319145106376884,0.181680900979839,0.079844555171365,0.218750015897008,0.191199064343024,0,3,19,0,0,0.142857142857143,1
A00-2013,W96-0213,3,0,0,0.333333333333333,0.096774193548387,0,135.666666666667,10,0,0,1612,0.112342778915428,0.096925531105547,0.085255896985903,0.118222449970983,0.059668812190164,0.088229015602202,0.076,0.034666666666667,0.042,0.021333333333333,1,0.944,0.7902,0.108766666666667,0.462917241923626,0.135727483136458,0.161108140230121,0.249952537513443,0.214581134782103,1,5,17,0,0,0.25,1
A00-2020,W96-0213,1,0,0,0.0625,0.05,0,57,12,0,0,0,0,0.045383127104623,0.29221032853775,0.29221032853775,0.059473131919642,0.059473131919642,0.05,0.05,0,0,0.95,0.95,0.34,0.34,0.417445690257644,0.154224780126353,0.084019242025527,0.378243150381038,0.378243150381038,0,2,13,0,0,0.181818181818182,0
A97-1004,W96-0213,1,1,0.5,0.083333333333333,0.058823529411765,0,69,4,0,0.083333333333333,0,0.225764846002616,0.151194795634565,0.218059859176994,0.218059859176994,0.113421379400171,0.113421379400171,0.043,0.043,0,0,0.957,0.957,0.2244,0.2244,0.36051237576746,0.160597220355964,0.081116743784328,0.174354316680409,0.174354316680409,2,6,16,0,0.083333333333333,0.181818181818182,2
E03-1002,W96-0213,1,0,0,0.047619047619048,0.018518518518519,1,439,7,0,0,0,0,0.034673191876132,0.074185092984801,0.074185092984801,0.135293568905468,0.135293568905468,0.04,0.04,0.016,0.016,0.944,0.944,0.8271,0.8271,0.482571882977739,0.142880315289804,0.115964516583777,0.166020331353895,0.166020331353895,0,2,15,0,0,0.105263157894737,1
J01-3003,W96-0213,1,0,0,0.015873015873016,0.005847953216374,0,458,19,0,0.047619047619048,0,0,0.0572595988985,0.022741233908661,0.022741233908661,0.049796851919828,0.049796851919828,0.032,0.032,0.015,0.015,0.953,0.953,0.7845,0.7845,0.465948813974489,0.139284289089922,0.113433130152771,0.137098106339906,0.137098106339906,0,2,8,0,0.016393442622951,0.052631578947369,1
N04-1013,W96-0213,1,0,0,0.0625,0.028571428571429,0,82,7,0,0,0,0,0.02498953515981,0.073718479913479,0.073718479913479,0.034929097041624,0.034929097041624,0.044,0.044,0,0,0.956,0.956,0.5574,0.5574,0.407424065878132,0.140553111535708,0.11182007246093,0.14682425784948,0.14682425784948,0,2,3,0,0,0.166666666666667,0
W02-0301,W96-0213,2,1,0.4,0.08,0.032786885245902,0,137,16,1,0,2105,0,0.155850604378723,0.107642210216862,0.163508007306688,0.07891245629614,0.118927664057243,0.069,0.0345,0.017,0.0085,1,0.957,0.8397,0.41985,0.369095228175721,0.15709644723601,0.080813792839721,0.237387856083011,0.211778513344362,0,7,11,0,0,0.1,0
W03-0424,W96-0213,0,0,0,0,0,0,33,5,1,0,0,0.206136966068286,0.092258042917152,0,0,0.044962867339963,0.044962867339963,0,0,0,0,1,1,0,0,0.433196366760181,0.188259963225116,0.102878566264171,0.38693093335865,0.38693093335865,2,6,13,0,0,0.111111111111111,2
W03-0428,W96-0213,1,0,0,0.25,0.055555555555556,0,190,4,0,0,0,0,0.224028624466331,0.096491069828213,0.096491069828213,0.124836087827599,0.124836087827599,0,0,0,0,1,1,0,0,0.543990822076361,0.182858155992727,0.09710153310521,0.17897301737195,0.17897301737195,0,2,13,0,0,0.25,0
P02-1055,W96-0213,1,0,0,0.029411764705882,0.019607843137255,0,93,7,1,0.029411764705882,0,0,0.052249670378282,0,0,0.041169293498571,0.041169293498571,0,0,0.027,0.027,0.973,0.973,-0.34,-0.34,0.431379316226206,0.194993684419467,0.08374946476515,0.323876873912048,0.323876873912048,0,4,14,0,0.029411764705882,0.071428571428572,0
P99-1023,W96-0213,1,0,0,0.05,0.032258064516129,1,115,12,0,0,0,0.344642141038055,0.182887358821109,0.118222449970983,0.118222449970983,0.029019393227502,0.029019393227502,0.083,0.083,0,0,0.917,0.917,0.7906,0.7906,0.259999606260909,0.124473575222458,0.075965108427657,0.289556315879659,0.289556315879659,2,5,18,0,0,0.142857142857143,1
W00-1438,W97-0703,4,0,0,0.666666666666667,0.25,0,92.5,7,1,0,1019.33333333333,0.580332984676568,0.150320247485786,0.090604081198106,0.124387497985293,0.060663226651856,0.08224677755935,0.078,0.051,0.022,0.0055,0.978,0.9435,0.765,0.4675,0.180720780493948,0.107288131670831,0.067024688812887,0.199338245457296,0.176203607122533,3,8,13,0,0,0.333333333333333,3
P04-3020,W97-0710,0,0,0,0,0,0,60,10,0,0,0,0.206083635013938,0.080281734859083,0.093395376412567,0.093395376412567,0.151265803481478,0.151265803481478,0.073,0.073,0,0,0.927,0.927,0.3182,0.3182,0.456146347844913,0.167600452082269,0.105371721054549,0.141549837859244,0.141549837859244,2,2,8,0,0,0.4,0
P01-1008,W99-0613,3,0,0,0.111111111111111,0.061224489795918,0,149.333333333333,8,1,0,701,0,0.068069231174327,0.025690020586256,0.077070061758769,0.042301390870187,0.072279770602246,0.103,0.056,0.055,0.018333333333333,1,0.925333333333333,0.9175,0.491633333333333,0.45738899433809,0.211935905093405,0.096644668809278,0.234516003435083,0.18320106255069,0,4,10,0.081632653061225,0,0.142857142857143,3
P02-1046,W99-0613,2,0,0,0.4,0.1,0,177.5,9,0,0,1895,0,0.075410497177756,0,0,0.078434055925577,0.09479461763571,0.197,0.0985,0.054,0.027,1,0.874,0.994,0.497,0.753637269586266,0.192385765395988,0.105526068726466,0.328332455447838,0.233768103957994,0,2,12,0.25,0,0.2,1
W11-0319,W99-0613,1,0,0,0.035714285714286,0.018518518518519,0,408,11,1,0,0,0.101630669791127,0.060547639952012,0.033690308723907,0.033690308723907,0.188538050325794,0.188538050325794,0.063,0.063,0.04,0.04,0.897,0.897,0.8221,0.8221,0.466500642564572,0.156776231561042,0.104406813154545,0.112271922707444,0.112271922707444,1,4,9,0.031746031746032,0,0.037037037037037,0
W09-1116,W99-0613,1,1,0.8,0.033333333333333,0.018181818181818,0,133,24,1,0,0,0.077347812343691,0.073062596961864,0.100564553413509,0.100564553413509,0.112622154704446,0.112622154704446,0.015,0.015,0.013,0.013,0.972,0.972,0.0689,0.0689,0.291397228367538,0.148353576843758,0.100336140662377,0.19682985107078,0.19682985107078,1,3,10,0,0,0.038461538461539,0
P07-1125,W99-0613,2,0,0,0.105263157894737,0.051282051282051,0,121.5,24,1,0,1345,0.093494774975367,0.046262779081563,0.085832867016493,0.108977707833583,0.097916419563168,0.110501450035485,0.069,0.0545,0.056,0.0415,0.904,0.9035,0.5267,0.0164,0.313662166662883,0.172187003293576,0.084749125183851,0.190079916586525,0.163036995185896,1,3,9,0.048780487804878,0,0.111111111111111,0
D07-1101,W06-2925,1,1,1,0.045454545454546,0.047619047619048,0,123,7,1,0.181818181818182,0,0.260555671056262,0.186137212797878,0.085996899573356,0.085996899573356,0.074583250514743,0.074583250514743,0.056,0.056,0.011,0.011,0.932,0.932,0.765,0.765,0.220954776552721,0.176599103935326,0.106672805616031,0.179122125817985,0.179122125817985,2,9,18,0.075949367088608,0.181818181818182,0.235294117647059,2
D08-1059,W06-2925,1,0,0,0.045454545454546,0.012048192771084,0,85,9,1,0.136363636363636,0,0.155836639564555,0.100223455886155,0.056656362363437,0.056656362363437,0.057260505164729,0.057260505164729,0.017,0.017,0,0,0.983,0.983,0.0772,0.0772,0.354759520545579,0.234239857792632,0.096419372584778,0.26698178859778,0.26698178859778,2,2,15,0.05,0.136363636363636,0,0
J08-3003,W06-2925,1,0,0,0.019230769230769,0.00709219858156,1,5,28,0,0.019230769230769,0,0.411207055067619,0.040567164748239,0,0,0,0,0,0,0,0,1,1,0,0,0.335658581026473,0.234770862997785,0.096038481207393,0.096038481207393,0.096038481207393,2,4,15,0,0.019230769230769,0.032258064516129,1
J11-1005,W06-2925,3,0,0,0.061224489795918,0.01255230125523,1,140,40,1,0,3578,0.105992131350932,0.041751499017866,0.211098061958022,0.540946800869376,0.08551761186095,0.156146213562994,0.099,0.063666666666667,0.015,0.005,0.987,0.931333333333333,0.9042,0.582133333333333,0.253860122046114,0.201812508018832,0.098159205042196,0.248760909491557,0.215793717122891,1,3,15,0,0,0.076923076923077,2
N12-1032,W06-2925,2,0,0,0.040816326530612,0.045454545454546,0,131,14,1,0.020408163265306,81,0.29121941856369,0.109986026159577,0.026736277350379,0.053472554700758,0.057796599142569,0.069769977282471,0.135,0.102,0.022,0.011,0.908,0.8865,0.9493,0.82515,0.428173988668719,0.255715449347975,0.118482292747486,0.247655396970341,0.238230449651313,2,5,15,0.040322580645161,0.020833333333333,0.037037037037037,1
P10-1002,W06-2925,1,0,0,0.028571428571429,0.014705882352941,0,134,14,1,0.057142857142857,0,0.237903094633262,0.125660745277205,0.089464964428414,0.089464964428414,0.084540725144756,0.084540725144756,0,0,0.013,0.013,0.987,0.987,-0.1779,-0.1779,0.270148836859908,0.17610683956664,0.095543225301409,0.22077622282671,0.22077622282671,2,3,16,0,0.057142857142857,0.055555555555556,0
W07-2217,W06-2925,1,0,0,0.025641025641026,0.013157894736842,0,166,17,0,0.025641025641026,0,0.206083635013938,0.087875732670114,0.262379981166636,0.262379981166636,0.080592842696448,0.080592842696448,0.037,0.037,0.023,0.023,0.94,0.94,0.0772,0.0772,0.323082996439349,0.212689136379727,0.093293531845842,0.250753062554704,0.250753062554704,2,6,19,0.148148148148148,0.025641025641026,0.071428571428572,0
D07-1016,W03-0428,0,1,1.2,0,0,0,258,12,1,0,0,0,0.060048286330271,0.080370972410341,0.080370972410341,0.133713792697905,0.133713792697905,0.052,0.052,0,0,0.948,0.948,0.91,0.91,0.467102090501694,0.203289916185418,0.111334344176958,0.14028606144406,0.14028606144406,0,3,10,0,0,0.066666666666667,0
D08-1003,W03-0428,1,0,0,0.03448275862069,0.019230769230769,0,172,9,1,0,0,0,0.05854114006518,0,0,0.023534511066161,0.023534511066161,0.055,0.055,0.016,0.016,0.928,0.928,0.6705,0.6705,0.523631911808407,0.168563967937426,0.10481961925901,0.161985129102209,0.161985129102209,0,3,9,0,0,0.047619047619048,0
D11-1144,W03-0428,2,0,0,0.036363636363636,0.033333333333333,0,98.5,16,1,0,442,0.304125741875493,0.036745625840289,0.037157063800554,0.049486186597034,0.097605214283851,0.105950986428175,0.096,0.084,0.03,0.026,0.898,0.89,0.8316,0.6945,0.467877839211175,0.193010072107156,0.100321154488112,0.174767137672219,0.170169343162489,3,4,16,0,0,0.05,1
P05-1001,W03-0428,0,0,0,0,0,1,117,25,0,0,0,0,0.061275082611414,0.066033447024581,0.066033447024581,0.091774518094342,0.091774518094342,0.132,0.132,0,0,0.868,0.868,0.9321,0.9321,0.393992687349836,0.160999709978393,0.111705274101849,0.213558723623527,0.213558723623527,0,4,10,0.026315789473684,0,0.058823529411765,1
P05-2023,W03-0428,1,0,0,0.071428571428572,0.033333333333333,0,82,11,1,0,0,0,0.01775646340147,0.092715186799811,0.092715186799811,0.082879561061972,0.082879561061972,0.146,0.146,0,0,0.854,0.854,0.9136,0.9136,0.481462052401475,0.17248059293282,0.111189856425508,0.180573982719259,0.180573982719259,0,1,9,0,0,0.071428571428572,0
P09-1116,W03-0428,1,0,0,0.04,0.017241379310345,1,129,18,0,0,0,0,0.072469065583411,0,0,0.039186279776927,0.039186279776927,0,0,0,0,1,1,0,0,0.37262075631987,0.144305336948984,0.097292318238201,0.572071691601846,0.572071691601846,0,3,12,0,0,0.05,1
P11-3019,W03-0428,1,0,0,0.142857142857143,0.047619047619048,0,62,13,0,0.142857142857143,0,0.336096927276257,0.069537721587902,0.1657327040935,0.1657327040935,0.141837090429121,0.141837090429121,0.062,0.062,0,0,0.938,0.938,0.5927,0.5927,0.394651570002748,0.156173694354535,0.130083026569211,0.2015010303318,0.2015010303318,3,3,12,0.066666666666667,0.142857142857143,0.142857142857143,0
W07-1712,W03-0428,0,0,0,0,0,0,54,11,1,0,0,0.304125741875493,0.133826980713364,0,0,0.045180747040595,0.045180747040595,0.08,0.08,0,0,0.92,0.92,0.6369,0.6369,0.4196651498167,0.210329517559478,0.104418736913914,0.187844730711601,0.187844730711601,3,6,11,0,0,0.166666666666667,0
